,clean_reviews,class,stars
157,"La verdad que es una pena lo que pasó con esta app. Antes de la última actualización funciónaba peroecto. Ahora, direcciónctamente no muestra nada. Siempre el mismo cartel: sin información reintente después. Es claro que el tema no es de la app, entonces. Seguramente el servicio de la IM falla o ya no lo estan sirviendo como antes. De hecho la otra app (la de Cuctsa) tampoco funcióna nada... Se terminó lo que se daba...",0,1
158,"Está muy buena ahora. Probé lo de buscar ómnibus entre dos ubicaciónes diferentes adonde me encuentro y funciónó, pero es contra intuitivo ""de cojones"" dijeran los españoles jaja no era más razonable como antes marcar origen y destino ""a mano""? Gracias por tu pronta respuesta!",2,4
159,"Debería existir una consulta de saldo y una recarga de forma virtual, le daría más funciónalidad a la app y sería mucho más útil para todos. Además movería más dinero ya que no solo se podrá recargar en abitabs, kioscos o locales oficiales, sino que tamuy buenaién mediante Internet. La consulta de saldo es sumamente útil y evitaría un montón de problemas ofreciendo una mejor experiencia a los usuarios de transporte público.",1,3
160,"Desde hace unos meses funcióna pésimo la ubicación de las líneas, totalmente inestable. Antes de eso era la mejor aplicación para saber en qué lugar se encontraba un ómnibus. Hay días que funcióna mal un día y al siguiente bárbaro. Soluciónen el problema, antes era bastante estable, ¿por qué ahora se queda cargando y nunca te muestra la ubicación de los vehículos? Y me refiero a paradas con una o dos líneas, no a paradas céntricas.",0,1
161,"Desde la ultima actualización es un desastre!!! El ""en tiempo real"" no es REAL!!!! Estoy en la terminal de Portones y me pone sin próximas salidas y las líneas salen como si nada. La verdad, frustrante!! La versión anterior no fallaba!!! Por favor corrijan de ser posible!!! Gracias.",0,1
162,Al principio genial... después de un tiempo no había coincidencia entre el horario real de los ómnibus y el de la app,0,2
163,"Es excelente, provee una interfaz fácil de usar, resuelve un problema inmediato con todos los datos posibles al alcance de la mano. Cuando no funcióna, es un problema de los web services de la IM, y es totalmente entendible. Como usuario estoy súper agradecido desde años ya usándolo 👏",2,5
164,Genial la app. Mucho más intuitiva y rápida que el resto de las apps de transporte. Sin emuy buenaargo hace una semana que no levanta datos o no anuncia nada en tiempo real. Sé que no es culpa del desarrollador pero dejó de servir. Ojalá más adelante valga la pena volver a descargarla,1,3
165,"Desde que se actualizo la aplicación, nunca volvió a ser muy buena. Pero lamentablemente cada vez esta peor. Ningún ómnibus viene. Osea no tienen prendido el gps o figuran alguno que nunca van a pasar. O la aplicación ya no funcióna",0,1
166,Antes de la última actualización la app funciónaba muy bien. Actualmente no responde correctamente queda cargando y da siempre error. Probé reinstalando la aplicación y sigue muy mal. La versión anterior era para 5 estrellas.,0,2
167,"Entre ayer y hoy no está tray endo la posición en tiempo real. En todas las paradas muestra el mismo msj ""Sin próximas líneas. Reintentara en unos segundos"". Y si se selecciónan líneas particulares de la parada tampoco muestra la posición. De todos modos es la mejor app para saber el tiempo real",2,4
168,"Los horarios de bus de algunas compañías no son correctos me ha pasado que dice un horario y dejarme esperando 45 minutos en la parada. Pe ha pasado con las líneas del 494, 370, 145, 142, 121. Si mejoraran eso le daría 5 estrellas",1,3
169,"La aplicación venía siendo la mejor para no perder tiempo en la parada, pero desde hace varios días no marca los buses en tiempo real lo que le resta muchísimo. Al menos así sucede con dispositivos android. Por favor arreglar esto porque pierde mucho valor la app.",1,3
170,"A veces se tara, pero en general me anda mejor que l version anterior.. pero.. me parece malísimo que ahora no pueda poner un destino diferente a mi ubicación cuando quiero ver como ir de un punto a otro..exelente herramienta para mi que nunca se como ir a ningun lado.. espero me ayuden o lo soluciónen!",1,3
171,"Malisima!!! De repente te aparece un ómnibus que no figuraba en el GPS. O cuando te dice el tiempo que demora en llegar a tu parada, termina pasando mucho más tarde. Aplicación obsoleta.",0,1
172,"Desde la última actualización no encuentra los ómnibus y queda colgada. Y tampoco funcióna la ubicación en el mapa. Te abre con las paradas, eso es poco práctico. Antes era mejor aunque con fallas te abría en el mapa y te ubicaba en tu posición.",0,1
173,"En realidad funcióna muy bien, lo que pasa que se dan supuestos horarios y son pocos los minutos de diferencia. Por lo menos hay una app que te indica más o menos a qué hora pasa y por dónde 😉 Y bueee... la gente nunca está conforme.",2,5
174,"POR FAVOR avisen cuando los indicadores de ubicación de los ómnibus no funciónen. Ya es la segunda vez que el 409 no muestra ubicación y uno pierde el tiempo esperando a que aparezca en el mapa para luego ir a la parada, verlo llegar y que NUNCA haya aparecido en la aplicación.",0,2
175,"Bastante útil pero a veces falla. Hace ya dos días que no me quiere mostrar ningún ómnibus en ninguna parada. En todas me aparece el cartelito ""sin próximas líneas "" ya actualicé la año y sigue igual.",2,4
176,"Muy buena aplicación! Permite ver en tiempo real, donde se encuentran las unidades de las líneas de buses que se piensan tomar. Tamuy buenaién marcar nuestras paradas favoritas. Tamuy buenaién los horarios establecidos para días hábiles, feriados y fin de semana. Súper práctica!",2,5
177,"Hasta hace una semana funciónaba bastante bien. Desde entonces, es permanente ver la ley enda "" sin recorridos en los próximos minutos"". No se que actualización le hicieron que la dejaron peor. A revisar bien lo que hacen, por favor!",1,3
178,"Está App no es mala lo único es que esta mal creada ya que en casos de algunas paradas los horarios de los ómnibus se mantiene osea que pasa una hora y no pasa este mismo. Otro error anunque que este no es de la App sino de los chóferes es no poner o no tener GPS, por lo demás me gustó.",1,3
179,"Una herramienta muy util para los mpntevideanos, exelente aplicación. le doy tres estrellas por que cuando las lineas camuy buenaian de recorrido demoran en actualizar el recorrido en al app, ya me jugo una mala pasada.😣",1,3
180,Una malísima app desde su última actualización. Me aparece que en todas la ocaciónes que no se detecta ningún bondi y a los dos minutos aparece un bondi el cual no era detectado por la app #esta app la ripio xd Es raro porq justo ahorae funcióna y estoy en Rivera (la calle) y cuando estaba por Propios no le funciónaba 🧐🧐,0,1
181,la app es buena pero desde la ultima actualización no me figuran paradas en el recorrido habitual del ómnibus ni los tiempos reales son los que dice.. y de determinado lugar del recorrido no registra tampoco al omnibus.. hat que corregir eso..,1,3
182,"Era una gran aplicación, pero luego de las últimas actualizaciónes no carga automáticamente la localización en el mapa, se cuelga y 3 de cada 4 veces que la necesito no funcióna. Una pena que hayan arruinada una app tan buena y útil.",0,1
183,"Desde la última actualización no anda bien, da error, sin próximas líneas, no se ven los bondis, etc , no funcióna como antes. Espero lo soluciónen lo antes posible, uso la app.",1,3
184,"es MUY buena y completa la aplicación. Pero una vez que tengo selecciónada una parada y accidentalmente apreto en cualquier lugar del mapa se pierde la selección y debo volver a buscar la ubicación. Me gustaria que ""ir hacia atras"" sea la unica forma de deselecciónar",2,4
185,"Los ómnibus nunca llegan a la hora estipulada. Y los horarios en tiempo la mayor parte del tiempo no funcióna, y cuando lo hace no son correctos los tiempos. La verdad parece más una bola des cristal que intenta acertar el horario",0,1
186,"Está funciónando mal,veo el bus en tiempo real y dice que pasa en 15 minutos cuando de repente desaparece y dice que pasa en 30 minutos o sino viene por una calle y salta para otra.La app está muy buena en sí es de gran ayuda pero últimamente está teniendo estos problemitas que espero que puedan soluciónar.",0,2
187,Muy buena y completa. Es la mejor app para moverte en omnibus por Montevideo,2,4
188,"Antes andaba afull. Ahora le están errando pila con el horario. Entras aparece que viene en 12 minutos, entras al ratito y te dice sin próximas líneas. Y en horario teórico te aparece total diferente al horario en tiempo real .",1,3
189,"Funciónaba peroecto, pero los ultimos meses fue empeorando. Ahora nunca tiene lineas disponibles en tiempo real. Ya actualicé y sigue andando mal. Por favor soluciónen eso. Gracias.",0,1
190,Hasta hace un par de meses venía muy bien.. ahora aparecen los ómnibus cuando quieren.. si la IMM no obliga a los mismos a llevar el gps activado ésta aplicación dejará de ser funciónal.,0,2
191,"Se corrigió la falta de paradas en el mapa, la app continúa siendo excelente! Como sugerencia, estaría bueno que además incluya las líneas metropolitanas, por ejemplo 214, C4, C2, etc como lo hacen otras apps. Excelente!",2,4
192,Para la línea que yo uso me funcióna peroectamente,2,5
193,"Es útil. Se podría mejorar el idioma. El usuario promedio, que viaja en ómnibus, no habla inglés. En vez de ""screenshot"" podría decir ""captura de pantalla"". En vez de""tap"" puede decir ""tocar"". Saludos",1,3
194,"Es una buen app. Me resulta dentro de todo bastante cómoda. Los horarios de los bondis son especulativos, no se fien al 100%. Para navegar por Montevideo es buenísima en general.",2,4
195,"Cuando se consulta por número de parada, los datos son teóricos. Estaría bueno que al volver al mapa te lleve a la ubicación de esa parada para así poder chequear la posición del bus.",2,4
196,"Existen unidades que no aparecen en el radar. En varias oportunidades, me marcaba una línea y cuando esta llegaba a mi posición, era otra distinta. Cuando mejore, talvez la pruebe de nuevo. Suerte.",0,2
197,Al comienzo de la descarga es genial la app .. la mejor . Ultimamente me esta demorando en cargar al punto de no mostrarme nada. Es posible soluciónar este detalle? Muy buena app,2,4
198,Esta funciónando mal. Elegís la parada y queda colgada. No permite elegir el bus que necesitas. Ya probé desinstalarla e instalarla nuevamente y sigue igual. Pasa bastante seguido esto.,0,2
199,"hay paradas mal ubicadas, no se puede ver satelitalmente, hay lugares importantes que no se muestran, muestra una iglesia y no muestra un hospital. no me gustó esta aplicación del año 2019, un atraso..",0,1
200,"Lamentable después de la actualización de Noviemuy buenare, no muestra buses, muestra horarios errados y omite líneas. Una pena ya que funciónaba bàrbaro...no sé qué quisieron hacer!!",0,1
201,"No sirve. Todo el tiempo está bugeada, no te muestra ningún bus, te muestra y no aparecen nunca. Los horarios a veces ni cargan. Cada vez está peor.",0,1
202,"La verdad una vergüenza, supuestamente la aplicación está para ayudar al usuario y te dice que el bus viene en 2 min y pasan 20 y nada, te muestra los bus que quiere, siempre lo mismo todo a medias 😠😠",0,1
203,La verdad antes de las últimas actualizaciónes andaba re bien. Pero ahora no carga los ómnibus que van llegando a las paradas. Una lástima. Agradecemos que lo arreglen 🙏,1,3
